sentence_id	text	lemma	translation	alignment
semeval2013.d001.s003	Additionally , their huge success from the sidelines , with 16 three pointers scored , had a lot to do with the final triumph .	additionally , they huge success from the sideline , with 16 three pointer score , have a lot to do with the final triumph .	De plus, leur énorme succès de la touche, avec 16 trois pointeurs marqués, avait beaucoup à voir avec le triomphe final.	[(0, 0), (0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21), (22, 23), (23, 22), (24, 24)]
semeval2013.d001.s004	The game started out in favor of the Azulgranas , who put themselves ahead on the scoreboard from the start .	the game start out in favor of the azulgrana , who put themselves ahead on the scoreboard from the start .	Le jeu a commencé en faveur des Azulgranas, qui se sont placés sur le tableau de bord depuis le début.	[(0, 0), (1, 1), (2, 3), (3, 2), (4, 4), (5, 5), (6, 12), (7, 6), (8, 7), (9, 8), (10, 9), (11, 12), (12, 10), (14, 13), (15, 14), (16, 15), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21)]
semeval2013.d001.s005	As Vitora 's first four baskets were from the perimeter , the speculation was already that they had jumped into the Israeli net with hot wrists .	as vitora 's first four basket be from the perimeter , the speculation be already that they have jump into the israeli net with hot wrist .	Comme les quatre premiers paniers de Vitora étaient du périmètre, la spéculation était déjà qu'ils avaient sauté dans le filet israélien avec des poignets chauds.	[(0, 0), (1, 6), (2, 5), (2, 15), (3, 3), (4, 2), (5, 4), (6, 7), (7, 8), (8, 1), (9, 9), (9, 12), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 21), (21, 22), (22, 21), (23, 23), (24, 26), (25, 25), (26, 27)]
semeval2013.d001.s006	English and Teletovic were the main scorers of the 18-20 at the end of the first period .	english and teletovic be the main scorer of the 18-20 at the end of the first_period .	L'anglais et la télétovic étaient les principaux buteurs du 18-20 à la fin de la première période.	[(0, 1), (1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 0), (8, 9), (9, 10), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 17), (15, 18), (16, 19), (17, 20)]
semeval2013.d001.s007	The second quarter was more of the same , but the Alavan team opted for the inside game of Barac and the work of Eliyahu , who was greeted with whistles and applause at his return home , to continue increasing their lead by half-time ( 34-43 ) .	the second quarter be more of the same , but the alavan team opt for the inside game of barac and the work of eliyahu , who be greet with whistle and applause at he return home , to continue increase they lead by half-time ( 34-43 ) .	Le deuxième trimestre était plus ou plus de la même chose, mais l'équipe d'Alavan a opté pour le jeu intérieur de Barac et le travail d'Eliyahu, qui a été accueilli avec des sifflets et des applaudissements à son retour chez lui, pour continuer à augmenter leur avance à la mi-temps (34-43).	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (4, 6), (5, 7), (6, 8), (7, 9), (8, 11), (9, 12), (10, 13), (11, 16), (12, 14), (13, 18), (14, 19), (15, 20), (16, 22), (17, 21), (18, 23), (19, 24), (20, 25), (21, 26), (22, 27), (23, 28), (24, 29), (25, 30), (26, 31), (27, 33), (28, 34), (29, 35), (30, 37), (31, 38), (32, 40), (33, 41), (34, 42), (35, 43), (36, 44), (37, 46), (38, 47), (39, 48), (40, 50), (41, 51), (42, 52), (43, 53), (44, 55), (45, 56), (46, 57), (46, 58), (46, 59), (47, 60), (48, 61)]
semeval2013.d001.s008	Teletovic had already begun to stand out as the best on his team with 13 points , even though Splitter 's `` six fewer '' points already signaled that it was n't going to be the best night for the Brazilian .	teletovic have already begin to stand out as the best on he team with 13 point , even though splitter 's `` six fewer '' point already signal that it be n't go to be the best night for the brazilian .	Teletovic avait déjà commencé à se démarquer comme le meilleur de son équipe avec 13 points, même si Splitter `` six points de moins '' ont déjà signalé que ce ne serait pas la meilleure nuit pour le Brésilien.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 18), (19, 19), (20, 20), (20, 27), (21, 21), (22, 22), (23, 24), (23, 25), (24, 26), (25, 23), (26, 28), (27, 29), (28, 30), (29, 31), (30, 33), (31, 32), (31, 34), (35, 35), (36, 36), (37, 37), (38, 38), (39, 39), (40, 40), (41, 41)]
semeval2013.d001.s009	But the game , despite being headed for halftime , was not more decidedand the Maccabees tried to remind the Vitorians that not just anybody wins on their court , and with the ` hand of Elias ' putting the pressure on , they managed to get involved in the game .	but the game , despite be head for halftime , be not more decidedand the maccabee try to remind the vitorian that not just anybody win on they court , and with the ` hand of elia ' put the pressure on , they manage to get involve in the game .	Mais le jeu, bien qu'il se dirigeait vers la mi-temps, n'était pas plus décidé et les MacCabees ont tenté de rappeler aux Vitoriens que non plus quiconque gagne sur son tribunal, et avec la «main d'Elias», ils ont réussi à s'impliquer dans le jeu.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (4, 5), (5, 6), (6, 8), (7, 9), (8, 11), (9, 12), (10, 14), (11, 15), (12, 16), (13, 17), (13, 18), (14, 19), (15, 20), (16, 22), (17, 21), (18, 24), (19, 25), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30), (25, 31), (26, 32), (27, 33), (28, 34), (29, 35), (30, 36), (31, 37), (32, 38), (33, 39), (34, 40), (35, 41), (36, 42), (37, 43), (42, 44), (43, 45), (44, 47), (45, 48), (46, 50), (47, 50), (48, 51), (49, 52), (50, 53), (51, 54)]
semeval2013.d001.s010	Eidson and Pnini played a decisive role in the `` yellows ' '' return to the light .	eidson and pninus play a decisive role in the `` yellow ' '' return to the light .	Eidson et Pnini ont joué un rôle décisif dans le retour `` Yellows '' ''.	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 5), (5, 4), (6, 6), (7, 8), (8, 3), (9, 12), (10, 13), (11, 14), (12, 15), (13, 10), (15, 9), (17, 16)]
semeval2013.d001.s011	More disadvantages	more disadvantage	Plus d'inconvénients	[(0, 0), (1, 1), (1, 2)]
semeval2013.d001.s012	Ivanovic 's players , injured but far from dead , needed to run a couple of plays correctly before they could breathe , and that 's when the machine gun Marza Teletovic arrived , with three almost consecutive three-pointers and the help of English and Ribas , he brought the scoreboard back to a reassuring lead ( 54-67 ) , which the home team managed to narrow down at the end of the third quarter ( 57-67 ) .	ivanovic 's player , injured but far from dead , need to run a couple of play correctly before they could breathe , and that ' when the machine gun marza teletovic arrive , with three almost consecutive three-pointer and the help of english and riba , he bring the scoreboard back to a reassuring lead ( 54-67 ) , which the home team manage to narrow down at the end of the third quarter ( 57-67 ) .	Les joueurs d'Ivanovic, blessés mais loin des morts, devaient faire quelques jeux correctement avant de pouvoir respirer, et c'est lorsque la mitrailleuse Marza Teletovic est arrivée, avec trois trois points presque consécutifs et l'aide de l'anglais et du Ribas, il a ramené le tableau de bord à la fin du troisième trimestre (57-67).	[(0, 3), (1, 2), (2, 1), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (12, 12), (14, 13), (16, 9), (16, 14), (17, 15), (18, 16), (19, 11), (20, 18), (21, 19), (22, 20), (23, 21), (24, 22), (25, 22), (25, 23), (26, 24), (27, 25), (28, 26), (29, 26), (30, 27), (31, 28), (32, 30), (33, 31), (34, 32), (35, 33), (36, 36), (37, 37), (38, 34), (38, 35), (39, 38), (40, 39), (41, 40), (42, 41), (43, 43), (44, 44), (45, 46), (46, 47), (47, 48), (48, 50), (49, 51), (50, 52), (50, 54), (51, 50), (52, 55), (53, 49), (56, 61), (57, 63), (57, 64), (58, 65), (59, 66), (61, 0), (69, 56), (70, 57), (71, 58), (73, 59), (74, 60), (75, 61), (76, 62), (77, 65), (78, 66)]
semeval2013.d001.s013	The Alavas worked themselves to the bone in the last period , and English and San Emeterio ( 65-75 ) had already made it clear that they were not going to let anyone take away what they had earned during the first thirty minutes .	the alava work themselves to the bone in the last period , and english and san emeterio ( 65-75 ) have already make it clear that they be not go to let anyone take away what they have earn during the first thirty minute .	Les Alavas ont travaillé à l'os au cours de la dernière période, et l'anglais et le San Emeterio (65-75) avaient déjà clairement indiqué qu'ils n'allaient laisser personne emporter ce qu'ils avaient gagné au cours des trente premières minutes.	[(0, 0), (1, 1), (2, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 16), (14, 17), (15, 19), (16, 20), (17, 21), (18, 22), (18, 23), (18, 24), (19, 25), (20, 26), (21, 27), (22, 29), (24, 28), (25, 30), (26, 31), (27, 33), (28, 32), (29, 33), (30, 36), (31, 34), (32, 35), (33, 36), (35, 37), (36, 39), (37, 40), (38, 41), (39, 43), (40, 44), (41, 46), (42, 45), (43, 47), (44, 48)]
semeval2013.d001.s014	However , Pnini and Eidson , the best on their team , did not give up and tried to keep their team alive from the three-point line ( 70-77 ) .	however , pninus and eidson , the best on they team , do not give up and try to keep they team alive from the three-point line ( 70-77 ) .	Cependant, Pnini et Eidson, les meilleurs de leur équipe, n'ont pas abandonné et ont essayé de garder leur équipe en vie de la ligne à trois points (70-77).	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 13), (13, 14), (14, 15), (16, 16), (17, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (22, 24), (23, 25), (24, 26), (25, 29), (25, 30), (25, 33), (26, 27), (27, 31), (28, 32), (28, 34), (29, 35), (30, 36)]
semeval2013.d001.s015	In spite of this , and with Splitter fouling out , Ivonic 's team did n't rush , defended well , and , even though the Israelis came close at the last minute , the game was already won and victory escaped Tel Aviv for the first time in the season .	in spite of this , and with splitter foul out , ivonic 's team do n't rush , defend well , and , even though the israeli come close at the last_minute , the game be already win and victory escape tel aviv for the first time in the season .	Malgré cela, et avec une faute de séparation, l'équipe d'Ivonic ne s'est pas précipitée, s'est bien défendue et, même si les Israéliens se sont rapprochés à la dernière minute, le match a déjà été gagné et la victoire a échappé à Tel Aviv pour la première fois de la saison.	[(0, 0), (2, 5), (3, 1), (4, 2), (5, 3), (6, 4), (7, 8), (10, 9), (11, 13), (12, 10), (13, 11), (14, 18), (15, 15), (15, 17), (16, 18), (17, 19), (18, 23), (19, 22), (20, 19), (21, 24), (22, 25), (23, 26), (24, 27), (25, 28), (26, 29), (27, 31), (28, 32), (29, 33), (30, 34), (31, 35), (32, 36), (33, 37), (34, 38), (35, 39), (36, 42), (37, 41), (38, 43), (39, 44), (40, 45), (40, 46), (41, 48), (42, 50), (43, 51), (44, 52), (45, 53), (46, 54), (47, 55), (48, 56), (49, 57), (50, 58), (51, 59)]
semeval2013.d002.s000	Wall Street closes without momentum , slowed by a strengthening dollar	wall_street close without momentum , slow by a strengthening dollar	Wall Street se ferme sans élan, ralenti par un dollar de renforcement	[(0, 0), (1, 1), (2, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 12), (10, 10)]
semeval2013.d002.s001	The New York Stock Exchange closed with no particular heading on Friday , in a market torn between better than expected indicators in the United States and a strengthening dollar : the Dow Jones gained 0.63 % but the NASDAQ dropped 0.03 % .	the new_york_stock_exchange close with no particular heading on friday , in a market tear between better than expect indicator in the united_states and a strengthening dollar : the dow_jones gain 0.63 % but the nasdaq drop 0.03 % .	La Bourse de New York a clôturé sans une rubrique particulière vendredi, dans un marché déchiré entre les indicateurs meilleurs que prévu aux États-Unis et un dollar de renforcement: le Dow Jones a gagné 0,63% mais le NASDAQ a chuté de 0,03%.	[(0, 0), (1, 3), (2, 4), (4, 1), (5, 6), (6, 7), (7, 8), (8, 10), (9, 6), (10, 5), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 20), (19, 21), (20, 22), (21, 19), (22, 23), (23, 18), (24, 24), (25, 24), (26, 25), (27, 26), (28, 29), (29, 27), (30, 30), (31, 31), (32, 32), (33, 33), (34, 35), (35, 44), (36, 37), (37, 38), (38, 39), (39, 40), (40, 42), (41, 36), (42, 45), (43, 46)]
semeval2013.d002.s002	According to final closing figures , the Dow Jones Industrial Average has risen by 65.67 points to 10 471.50 points , whereas the NASDAQ , with a technology predominance , fell by 0.55 point to 2 190.31 points .	accord to final closing figure , the dow jone industrial average have rise by 65.67 point to 10 471.50 point , whereas the nasdaq , with a technology predominance , fall by 0.55 point to 2 190.31 point .	Selon les chiffres de clôture finaux, la moyenne industrielle de Dow Jones a augmenté de 65,67 points à 10 471,50 points, tandis que le Nasdaq, avec une technologie de prédominance, a chuté de 0,55 point à 2 190,31 points.	[(0, 0), (1, 10), (2, 5), (3, 4), (4, 2), (5, 6), (6, 7), (7, 11), (8, 12), (9, 9), (10, 8), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 21), (20, 22), (21, 23), (21, 24), (22, 25), (23, 23), (23, 26), (24, 27), (25, 28), (26, 29), (27, 30), (28, 32), (29, 33), (30, 35), (31, 36), (32, 37), (33, 38), (34, 39), (35, 40), (36, 41), (37, 42), (38, 43)]
